state,sex,age_band,year,metric,value
Australian Capital Territory,Male,5-11 (Primary),2024,digital_contacts_per_1k,112.71
Australian Capital Territory,Male,12-14,2019,digital_contacts_per_1k,83.66
Australian Capital Territory,Male,12-14,2020,digital_contacts_per_1k,124.03
Australian Capital Territory,Male,12-14,2021,digital_contacts_per_1k,133.68
Australian Capital Territory,Male,12-14,2022,digital_contacts_per_1k,119.07
Australian Capital Territory,Male,12-14,2023,digital_contacts_per_1k,109.21
Australian Capital Territory,Male,12-14,2024,digital_contacts_per_1k,118.01
Australian Capital Territory,Male,15-17,2019,digital_contacts_per_1k,88.8
Australian Capital Territory,Male,15-17,2020,digital_contacts_per_1k,131.7
Australian Capital Territory,Male,15-17,2021,digital_contacts_per_1k,116.47
Australian Capital Territory,Male,15-17,2022,digital_contacts_per_1k,127.13
Australian Capital Territory,Male,15-17,2023,digital_contacts_per_1k,154.48
Australian Capital Territory,Male,15-17,2024,digital_contacts_per_1k,130.12
Australian Capital Territory,Male,18-21,2019,digital_contacts_per_1k,111.44
Australian Capital Territory,Male,18-21,2020,digital_contacts_per_1k,121.69
Australian Capital Territory,Male,18-21,2021,digital_contacts_per_1k,121.72
Australian Capital Territory,Male,18-21,2022,digital_contacts_per_1k,113.66
Australian Capital Territory,Male,18-21,2023,digital_contacts_per_1k,137.67
Australian Capital Territory,Male,18-21,2024,digital_contacts_per_1k,126.72
Australian Capital Territory,Male,22-24,2019,digital_contacts_per_1k,106.6
Australian Capital Territory,Male,22-24,2020,digital_contacts_per_1k,118.1
Australian Capital Territory,Male,22-24,2021,digital_contacts_per_1k,114.77
Australian Capital Territory,Male,22-24,2022,digital_contacts_per_1k,166.65
Australian Capital Territory,Male,22-24,2023,digital_contacts_per_1k,158.16
Australian Capital Territory,Male,22-24,2024,digital_contacts_per_1k,181.75
Australian Capital Territory,Female,5-11 (Primary),2019,digital_contacts_per_1k,111.42
Australian Capital Territory,Female,5-11 (Primary),2020,digital_contacts_per_1k,94.22
Australian Capital Territory,Female,5-11 (Primary),2021,digital_contacts_per_1k,95.24
Australian Capital Territory,Female,5-11 (Primary),2022,digital_contacts_per_1k,142.41
Australian Capital Territory,Female,5-11 (Primary),2023,digital_contacts_per_1k,127.52
Australian Capital Territory,Female,5-11 (Primary),2024,digital_contacts_per_1k,144.56
Australian Capital Territory,Female,12-14,2019,digital_contacts_per_1k,114.66
Australian Capital Territory,Female,12-14,2020,digital_contacts_per_1k,101.08
Australian Capital Territory,Female,12-14,2021,digital_contacts_per_1k,120.28
Australian Capital Territory,Female,12-14,2022,digital_contacts_per_1k,114.03
Australian Capital Territory,Female,12-14,2023,digital_contacts_per_1k,116.97
Australian Capital Territory,Female,12-14,2024,digital_contacts_per_1k,113.93
Australian Capital Territory,Female,15-17,2019,digital_contacts_per_1k,93.9
Australian Capital Territory,Female,15-17,2020,digital_contacts_per_1k,101.67
Australian Capital Territory,Female,15-17,2021,digital_contacts_per_1k,132.96
Australian Capital Territory,Female,15-17,2022,digital_contacts_per_1k,129.84
Australian Capital Territory,Female,15-17,2023,digital_contacts_per_1k,151.97
Australian Capital Territory,Female,15-17,2024,digital_contacts_per_1k,132.6
Australian Capital Territory,Female,18-21,2019,digital_contacts_per_1k,97.37
Australian Capital Territory,Female,18-21,2020,digital_contacts_per_1k,121.68
Australian Capital Territory,Female,18-21,2021,digital_contacts_per_1k,114.47
Australian Capital Territory,Female,18-21,2022,digital_contacts_per_1k,147.6
Australian Capital Territory,Female,18-21,2023,digital_contacts_per_1k,135.29
Australian Capital Territory,Female,18-21,2024,digital_contacts_per_1k,136.84
Australian Capital Territory,Female,22-24,2019,digital_contacts_per_1k,126.66
Australian Capital Territory,Female,22-24,2020,digital_contacts_per_1k,107.69
Australian Capital Territory,Female,22-24,2021,digital_contacts_per_1k,142.78
Australian Capital Territory,Female,22-24,2022,digital_contacts_per_1k,132.87
Australian Capital Territory,Female,22-24,2023,digital_contacts_per_1k,122.6
Australian Capital Territory,Female,22-24,2024,digital_contacts_per_1k,162.92
