state,sex,age_band,year,metric,value,source,sheet
Tasmania,Male,5-11 (Primary),2022,ed_on_time_pct,72.2,waiting_time_state_raw,
Tasmania,Male,5-11 (Primary),2023,avg_wait_days,19.5,waiting_time_state_raw,
Tasmania,Male,5-11 (Primary),2023,ed_on_time_pct,70.1,waiting_time_state_raw,
Tasmania,Male,5-11 (Primary),2024,avg_wait_days,22.95,waiting_time_state_raw,
Tasmania,Male,5-11 (Primary),2024,ed_on_time_pct,72.3,waiting_time_state_raw,
Tasmania,Male,12-14,2019,avg_wait_days,21.09,waiting_time_state_raw,
Tasmania,Male,12-14,2019,ed_on_time_pct,74.4,waiting_time_state_raw,
Tasmania,Male,12-14,2020,avg_wait_days,28.31,waiting_time_state_raw,
Tasmania,Male,12-14,2020,ed_on_time_pct,76.4,waiting_time_state_raw,
Tasmania,Male,12-14,2021,avg_wait_days,20.24,waiting_time_state_raw,
Tasmania,Male,12-14,2021,ed_on_time_pct,75.0,waiting_time_state_raw,
Tasmania,Male,12-14,2022,avg_wait_days,20.68,waiting_time_state_raw,
Tasmania,Male,12-14,2022,ed_on_time_pct,73.5,waiting_time_state_raw,
Tasmania,Male,12-14,2023,avg_wait_days,26.29,waiting_time_state_raw,
Tasmania,Male,12-14,2023,ed_on_time_pct,74.8,waiting_time_state_raw,
Tasmania,Male,12-14,2024,avg_wait_days,26.63,waiting_time_state_raw,
Tasmania,Male,12-14,2024,ed_on_time_pct,68.0,waiting_time_state_raw,
Tasmania,Male,15-17,2019,avg_wait_days,34.39,waiting_time_state_raw,
Tasmania,Male,15-17,2019,ed_on_time_pct,72.2,waiting_time_state_raw,
Tasmania,Male,15-17,2020,avg_wait_days,36.48,waiting_time_state_raw,
Tasmania,Male,15-17,2020,ed_on_time_pct,70.0,waiting_time_state_raw,
Tasmania,Male,15-17,2021,avg_wait_days,29.93,waiting_time_state_raw,
Tasmania,Male,15-17,2021,ed_on_time_pct,74.1,waiting_time_state_raw,
Tasmania,Male,15-17,2022,avg_wait_days,27.76,waiting_time_state_raw,
Tasmania,Male,15-17,2022,ed_on_time_pct,73.3,waiting_time_state_raw,
Tasmania,Male,15-17,2023,avg_wait_days,34.74,waiting_time_state_raw,
Tasmania,Male,15-17,2023,ed_on_time_pct,73.3,waiting_time_state_raw,
Tasmania,Male,15-17,2024,avg_wait_days,37.03,waiting_time_state_raw,
Tasmania,Male,15-17,2024,ed_on_time_pct,70.4,waiting_time_state_raw,
Tasmania,Male,18-21,2019,avg_wait_days,34.49,waiting_time_state_raw,
Tasmania,Male,18-21,2019,ed_on_time_pct,72.2,waiting_time_state_raw,
Tasmania,Male,18-21,2020,avg_wait_days,38.47,waiting_time_state_raw,
Tasmania,Male,18-21,2020,ed_on_time_pct,70.1,waiting_time_state_raw,
Tasmania,Male,18-21,2021,avg_wait_days,43.61,waiting_time_state_raw,
Tasmania,Male,18-21,2021,ed_on_time_pct,69.6,waiting_time_state_raw,
Tasmania,Male,18-21,2022,avg_wait_days,33.13,waiting_time_state_raw,
Tasmania,Male,18-21,2022,ed_on_time_pct,75.3,waiting_time_state_raw,
Tasmania,Male,18-21,2023,avg_wait_days,45.18,waiting_time_state_raw,
Tasmania,Male,18-21,2023,ed_on_time_pct,69.8,waiting_time_state_raw,
Tasmania,Male,18-21,2024,avg_wait_days,37.7,waiting_time_state_raw,
Tasmania,Male,18-21,2024,ed_on_time_pct,73.3,waiting_time_state_raw,
Tasmania,Male,22-24,2019,avg_wait_days,38.56,waiting_time_state_raw,
Tasmania,Male,22-24,2019,ed_on_time_pct,72.3,waiting_time_state_raw,
Tasmania,Male,22-24,2020,avg_wait_days,36.05,waiting_time_state_raw,
Tasmania,Male,22-24,2020,ed_on_time_pct,76.0,waiting_time_state_raw,
Tasmania,Male,22-24,2021,avg_wait_days,29.45,waiting_time_state_raw,
Tasmania,Male,22-24,2021,ed_on_time_pct,76.4,waiting_time_state_raw,
Tasmania,Male,22-24,2022,avg_wait_days,37.77,waiting_time_state_raw,
Tasmania,Male,22-24,2022,ed_on_time_pct,69.9,waiting_time_state_raw,
Tasmania,Male,22-24,2023,avg_wait_days,41.22,waiting_time_state_raw,
Tasmania,Male,22-24,2023,ed_on_time_pct,68.6,waiting_time_state_raw,
Tasmania,Male,22-24,2024,avg_wait_days,35.48,waiting_time_state_raw,
Tasmania,Male,22-24,2024,ed_on_time_pct,71.5,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2019,avg_wait_days,18.28,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2019,ed_on_time_pct,76.8,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2020,avg_wait_days,21.94,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2020,ed_on_time_pct,70.9,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2021,avg_wait_days,17.51,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2021,ed_on_time_pct,69.6,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2022,avg_wait_days,20.92,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2022,ed_on_time_pct,69.9,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2023,avg_wait_days,20.69,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2023,ed_on_time_pct,73.9,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2024,avg_wait_days,23.43,waiting_time_state_raw,
Tasmania,Female,5-11 (Primary),2024,ed_on_time_pct,68.3,waiting_time_state_raw,
Tasmania,Female,12-14,2019,avg_wait_days,23.19,waiting_time_state_raw,
Tasmania,Female,12-14,2019,ed_on_time_pct,73.4,waiting_time_state_raw,
Tasmania,Female,12-14,2020,avg_wait_days,23.7,waiting_time_state_raw,
Tasmania,Female,12-14,2020,ed_on_time_pct,72.8,waiting_time_state_raw,
Tasmania,Female,12-14,2021,avg_wait_days,24.46,waiting_time_state_raw,
Tasmania,Female,12-14,2021,ed_on_time_pct,74.7,waiting_time_state_raw,
Tasmania,Female,12-14,2022,avg_wait_days,22.93,waiting_time_state_raw,
Tasmania,Female,12-14,2022,ed_on_time_pct,71.1,waiting_time_state_raw,
Tasmania,Female,12-14,2023,avg_wait_days,23.77,waiting_time_state_raw,
Tasmania,Female,12-14,2023,ed_on_time_pct,69.1,waiting_time_state_raw,
Tasmania,Female,12-14,2024,avg_wait_days,26.16,waiting_time_state_raw,
Tasmania,Female,12-14,2024,ed_on_time_pct,70.3,waiting_time_state_raw,
Tasmania,Female,15-17,2019,avg_wait_days,36.91,waiting_time_state_raw,
Tasmania,Female,15-17,2019,ed_on_time_pct,76.4,waiting_time_state_raw,
Tasmania,Female,15-17,2020,avg_wait_days,28.23,waiting_time_state_raw,
Tasmania,Female,15-17,2020,ed_on_time_pct,71.5,waiting_time_state_raw,
Tasmania,Female,15-17,2021,avg_wait_days,35.21,waiting_time_state_raw,
Tasmania,Female,15-17,2021,ed_on_time_pct,73.2,waiting_time_state_raw,
Tasmania,Female,15-17,2022,avg_wait_days,25.44,waiting_time_state_raw,
Tasmania,Female,15-17,2022,ed_on_time_pct,73.1,waiting_time_state_raw,
Tasmania,Female,15-17,2023,avg_wait_days,30.31,waiting_time_state_raw,
Tasmania,Female,15-17,2023,ed_on_time_pct,73.6,waiting_time_state_raw,
Tasmania,Female,15-17,2024,avg_wait_days,34.76,waiting_time_state_raw,
Tasmania,Female,15-17,2024,ed_on_time_pct,74.0,waiting_time_state_raw,
Tasmania,Female,18-21,2019,avg_wait_days,42.7,waiting_time_state_raw,
Tasmania,Female,18-21,2019,ed_on_time_pct,77.1,waiting_time_state_raw,
Tasmania,Female,18-21,2020,avg_wait_days,36.14,waiting_time_state_raw,
Tasmania,Female,18-21,2020,ed_on_time_pct,72.2,waiting_time_state_raw,
Tasmania,Female,18-21,2021,avg_wait_days,32.58,waiting_time_state_raw,
Tasmania,Female,18-21,2021,ed_on_time_pct,75.5,waiting_time_state_raw,
Tasmania,Female,18-21,2022,avg_wait_days,34.08,waiting_time_state_raw,
Tasmania,Female,18-21,2022,ed_on_time_pct,72.6,waiting_time_state_raw,
Tasmania,Female,18-21,2023,avg_wait_days,39.7,waiting_time_state_raw,
Tasmania,Female,18-21,2023,ed_on_time_pct,73.8,waiting_time_state_raw,
Tasmania,Female,18-21,2024,avg_wait_days,37.78,waiting_time_state_raw,
Tasmania,Female,18-21,2024,ed_on_time_pct,68.5,waiting_time_state_raw,
Tasmania,Female,22-24,2019,avg_wait_days,34.47,waiting_time_state_raw,
Tasmania,Female,22-24,2019,ed_on_time_pct,70.7,waiting_time_state_raw,
Tasmania,Female,22-24,2020,avg_wait_days,33.29,waiting_time_state_raw,
Tasmania,Female,22-24,2020,ed_on_time_pct,74.3,waiting_time_state_raw,
Tasmania,Female,22-24,2021,avg_wait_days,29.75,waiting_time_state_raw,
Tasmania,Female,22-24,2021,ed_on_time_pct,76.4,waiting_time_state_raw,
Tasmania,Female,22-24,2022,avg_wait_days,36.68,waiting_time_state_raw,
Tasmania,Female,22-24,2022,ed_on_time_pct,70.8,waiting_time_state_raw,
Tasmania,Female,22-24,2023,avg_wait_days,40.99,waiting_time_state_raw,
Tasmania,Female,22-24,2023,ed_on_time_pct,69.0,waiting_time_state_raw,
Tasmania,Female,22-24,2024,avg_wait_days,33.58,waiting_time_state_raw,
Tasmania,Female,22-24,2024,ed_on_time_pct,74.1,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2019,avg_wait_days,19.03,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2019,ed_on_time_pct,75.7,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2020,avg_wait_days,17.68,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2020,ed_on_time_pct,73.6,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2021,avg_wait_days,22.58,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2021,ed_on_time_pct,70.7,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2022,avg_wait_days,19.78,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2022,ed_on_time_pct,72.6,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2023,avg_wait_days,22.0,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2023,ed_on_time_pct,69.1,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2024,avg_wait_days,20.48,waiting_time_state_raw,
Northern Territory,Male,5-11 (Primary),2024,ed_on_time_pct,74.5,waiting_time_state_raw,
Northern Territory,Male,12-14,2019,avg_wait_days,24.12,waiting_time_state_raw,
Northern Territory,Male,12-14,2019,ed_on_time_pct,76.1,waiting_time_state_raw,
Northern Territory,Male,12-14,2020,avg_wait_days,22.86,waiting_time_state_raw,
Northern Territory,Male,12-14,2020,ed_on_time_pct,73.1,waiting_time_state_raw,
Northern Territory,Male,12-14,2021,avg_wait_days,26.15,waiting_time_state_raw,
Northern Territory,Male,12-14,2021,ed_on_time_pct,73.5,waiting_time_state_raw,
Northern Territory,Male,12-14,2022,avg_wait_days,28.22,waiting_time_state_raw,
Northern Territory,Male,12-14,2022,ed_on_time_pct,74.3,waiting_time_state_raw,
Northern Territory,Male,12-14,2023,avg_wait_days,28.04,waiting_time_state_raw,
Northern Territory,Male,12-14,2023,ed_on_time_pct,73.8,waiting_time_state_raw,
Northern Territory,Male,12-14,2024,avg_wait_days,29.97,waiting_time_state_raw,
Northern Territory,Male,12-14,2024,ed_on_time_pct,69.8,waiting_time_state_raw,
Northern Territory,Male,15-17,2019,avg_wait_days,37.37,waiting_time_state_raw,
Northern Territory,Male,15-17,2019,ed_on_time_pct,74.2,waiting_time_state_raw,
Northern Territory,Male,15-17,2020,avg_wait_days,29.86,waiting_time_state_raw,
Northern Territory,Male,15-17,2020,ed_on_time_pct,71.0,waiting_time_state_raw,
Northern Territory,Male,15-17,2021,avg_wait_days,36.53,waiting_time_state_raw,
Northern Territory,Male,15-17,2021,ed_on_time_pct,73.8,waiting_time_state_raw,
Northern Territory,Male,15-17,2022,avg_wait_days,27.37,waiting_time_state_raw,
Northern Territory,Male,15-17,2022,ed_on_time_pct,72.8,waiting_time_state_raw,
Northern Territory,Male,15-17,2023,avg_wait_days,27.02,waiting_time_state_raw,
Northern Territory,Male,15-17,2023,ed_on_time_pct,70.8,waiting_time_state_raw,
Northern Territory,Male,15-17,2024,avg_wait_days,33.98,waiting_time_state_raw,
Northern Territory,Male,15-17,2024,ed_on_time_pct,72.1,waiting_time_state_raw,
Northern Territory,Male,18-21,2019,avg_wait_days,35.65,waiting_time_state_raw,
Northern Territory,Male,18-21,2019,ed_on_time_pct,70.6,waiting_time_state_raw,
Northern Territory,Male,18-21,2020,avg_wait_days,42.56,waiting_time_state_raw,
Northern Territory,Male,18-21,2020,ed_on_time_pct,75.7,waiting_time_state_raw,
Northern Territory,Male,18-21,2021,avg_wait_days,46.2,waiting_time_state_raw,
Northern Territory,Male,18-21,2021,ed_on_time_pct,71.8,waiting_time_state_raw,
Northern Territory,Male,18-21,2022,avg_wait_days,42.57,waiting_time_state_raw,
Northern Territory,Male,18-21,2022,ed_on_time_pct,73.8,waiting_time_state_raw,
Northern Territory,Male,18-21,2023,avg_wait_days,47.47,waiting_time_state_raw,
Northern Territory,Male,18-21,2023,ed_on_time_pct,71.5,waiting_time_state_raw,
Northern Territory,Male,18-21,2024,avg_wait_days,47.5,waiting_time_state_raw,
Northern Territory,Male,18-21,2024,ed_on_time_pct,69.7,waiting_time_state_raw,
Northern Territory,Male,22-24,2019,avg_wait_days,33.52,waiting_time_state_raw,
Northern Territory,Male,22-24,2019,ed_on_time_pct,72.5,waiting_time_state_raw,
Northern Territory,Male,22-24,2020,avg_wait_days,41.23,waiting_time_state_raw,
Northern Territory,Male,22-24,2020,ed_on_time_pct,76.2,waiting_time_state_raw,
Northern Territory,Male,22-24,2021,avg_wait_days,37.32,waiting_time_state_raw,
Northern Territory,Male,22-24,2021,ed_on_time_pct,74.2,waiting_time_state_raw,
Northern Territory,Male,22-24,2022,avg_wait_days,32.3,waiting_time_state_raw,
Northern Territory,Male,22-24,2022,ed_on_time_pct,72.2,waiting_time_state_raw,
Northern Territory,Male,22-24,2023,avg_wait_days,36.78,waiting_time_state_raw,
Northern Territory,Male,22-24,2023,ed_on_time_pct,71.1,waiting_time_state_raw,
Northern Territory,Male,22-24,2024,avg_wait_days,33.05,waiting_time_state_raw,
Northern Territory,Male,22-24,2024,ed_on_time_pct,71.9,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2019,avg_wait_days,22.32,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2019,ed_on_time_pct,75.0,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2020,avg_wait_days,22.91,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2020,ed_on_time_pct,73.1,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2021,avg_wait_days,23.82,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2021,ed_on_time_pct,73.3,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2022,avg_wait_days,24.07,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2022,ed_on_time_pct,71.5,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2023,avg_wait_days,22.55,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2023,ed_on_time_pct,69.4,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2024,avg_wait_days,17.4,waiting_time_state_raw,
Northern Territory,Female,5-11 (Primary),2024,ed_on_time_pct,74.1,waiting_time_state_raw,
Northern Territory,Female,12-14,2019,avg_wait_days,24.2,waiting_time_state_raw,
Northern Territory,Female,12-14,2019,ed_on_time_pct,70.6,waiting_time_state_raw,
Northern Territory,Female,12-14,2020,avg_wait_days,26.73,waiting_time_state_raw,
Northern Territory,Female,12-14,2020,ed_on_time_pct,76.6,waiting_time_state_raw,
Northern Territory,Female,12-14,2021,avg_wait_days,28.27,waiting_time_state_raw,
Northern Territory,Female,12-14,2021,ed_on_time_pct,76.3,waiting_time_state_raw,
Northern Territory,Female,12-14,2022,avg_wait_days,29.96,waiting_time_state_raw,
Northern Territory,Female,12-14,2022,ed_on_time_pct,71.9,waiting_time_state_raw,
Northern Territory,Female,12-14,2023,avg_wait_days,22.8,waiting_time_state_raw,
Northern Territory,Female,12-14,2023,ed_on_time_pct,68.5,waiting_time_state_raw,
Northern Territory,Female,12-14,2024,avg_wait_days,23.19,waiting_time_state_raw,
Northern Territory,Female,12-14,2024,ed_on_time_pct,71.9,waiting_time_state_raw,
Northern Territory,Female,15-17,2019,avg_wait_days,37.82,waiting_time_state_raw,
Northern Territory,Female,15-17,2019,ed_on_time_pct,70.3,waiting_time_state_raw,
Northern Territory,Female,15-17,2020,avg_wait_days,36.6,waiting_time_state_raw,
Northern Territory,Female,15-17,2020,ed_on_time_pct,75.3,waiting_time_state_raw,
Northern Territory,Female,15-17,2021,avg_wait_days,34.96,waiting_time_state_raw,
Northern Territory,Female,15-17,2021,ed_on_time_pct,70.1,waiting_time_state_raw,
Northern Territory,Female,15-17,2022,avg_wait_days,26.68,waiting_time_state_raw,
Northern Territory,Female,15-17,2022,ed_on_time_pct,73.9,waiting_time_state_raw,
Northern Territory,Female,15-17,2023,avg_wait_days,34.32,waiting_time_state_raw,
Northern Territory,Female,15-17,2023,ed_on_time_pct,70.7,waiting_time_state_raw,
Northern Territory,Female,15-17,2024,avg_wait_days,30.47,waiting_time_state_raw,
Northern Territory,Female,15-17,2024,ed_on_time_pct,67.7,waiting_time_state_raw,
Northern Territory,Female,18-21,2019,avg_wait_days,48.61,waiting_time_state_raw,
Northern Territory,Female,18-21,2019,ed_on_time_pct,76.5,waiting_time_state_raw,
Northern Territory,Female,18-21,2020,avg_wait_days,48.3,waiting_time_state_raw,
Northern Territory,Female,18-21,2020,ed_on_time_pct,75.7,waiting_time_state_raw,
Northern Territory,Female,18-21,2021,avg_wait_days,39.93,waiting_time_state_raw,
Northern Territory,Female,18-21,2021,ed_on_time_pct,75.3,waiting_time_state_raw,
Northern Territory,Female,18-21,2022,avg_wait_days,35.7,waiting_time_state_raw,
Northern Territory,Female,18-21,2022,ed_on_time_pct,73.5,waiting_time_state_raw,
Northern Territory,Female,18-21,2023,avg_wait_days,36.33,waiting_time_state_raw,
Northern Territory,Female,18-21,2023,ed_on_time_pct,70.8,waiting_time_state_raw,
Northern Territory,Female,18-21,2024,avg_wait_days,46.64,waiting_time_state_raw,
Northern Territory,Female,18-21,2024,ed_on_time_pct,70.5,waiting_time_state_raw,
Northern Territory,Female,22-24,2019,avg_wait_days,42.97,waiting_time_state_raw,
Northern Territory,Female,22-24,2019,ed_on_time_pct,74.7,waiting_time_state_raw,
Northern Territory,Female,22-24,2020,avg_wait_days,34.06,waiting_time_state_raw,
Northern Territory,Female,22-24,2020,ed_on_time_pct,71.6,waiting_time_state_raw,
Northern Territory,Female,22-24,2021,avg_wait_days,29.75,waiting_time_state_raw,
Northern Territory,Female,22-24,2021,ed_on_time_pct,73.3,waiting_time_state_raw,
Northern Territory,Female,22-24,2022,avg_wait_days,42.15,waiting_time_state_raw,
Northern Territory,Female,22-24,2022,ed_on_time_pct,70.2,waiting_time_state_raw,
Northern Territory,Female,22-24,2023,avg_wait_days,36.81,waiting_time_state_raw,
Northern Territory,Female,22-24,2023,ed_on_time_pct,75.1,waiting_time_state_raw,
Northern Territory,Female,22-24,2024,avg_wait_days,35.54,waiting_time_state_raw,
Northern Territory,Female,22-24,2024,ed_on_time_pct,74.1,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2019,avg_wait_days,24.63,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2019,ed_on_time_pct,74.0,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2020,avg_wait_days,22.96,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2020,ed_on_time_pct,70.2,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2021,avg_wait_days,21.92,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2021,ed_on_time_pct,74.7,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2022,avg_wait_days,19.43,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2022,ed_on_time_pct,69.0,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2023,avg_wait_days,17.68,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2023,ed_on_time_pct,69.2,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2024,avg_wait_days,19.5,waiting_time_state_raw,
Australian Capital Territory,Male,5-11 (Primary),2024,ed_on_time_pct,73.2,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2019,avg_wait_days,26.18,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2019,ed_on_time_pct,74.3,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2020,avg_wait_days,24.63,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2020,ed_on_time_pct,71.9,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2021,avg_wait_days,27.19,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2021,ed_on_time_pct,74.6,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2022,avg_wait_days,23.22,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2022,ed_on_time_pct,71.7,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2023,avg_wait_days,28.15,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2023,ed_on_time_pct,74.9,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2024,avg_wait_days,24.16,waiting_time_state_raw,
Australian Capital Territory,Male,12-14,2024,ed_on_time_pct,70.2,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2019,avg_wait_days,34.82,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2019,ed_on_time_pct,71.3,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2020,avg_wait_days,35.39,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2020,ed_on_time_pct,76.9,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2021,avg_wait_days,30.81,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2021,ed_on_time_pct,72.7,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2022,avg_wait_days,28.7,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2022,ed_on_time_pct,72.3,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2023,avg_wait_days,40.27,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2023,ed_on_time_pct,71.9,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2024,avg_wait_days,30.0,waiting_time_state_raw,
Australian Capital Territory,Male,15-17,2024,ed_on_time_pct,69.7,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2019,avg_wait_days,44.49,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2019,ed_on_time_pct,76.6,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2020,avg_wait_days,41.56,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2020,ed_on_time_pct,73.3,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2021,avg_wait_days,47.59,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2021,ed_on_time_pct,69.9,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2022,avg_wait_days,49.99,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2022,ed_on_time_pct,72.0,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2023,avg_wait_days,39.5,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2023,ed_on_time_pct,73.6,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2024,avg_wait_days,38.22,waiting_time_state_raw,
Australian Capital Territory,Male,18-21,2024,ed_on_time_pct,68.5,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2019,avg_wait_days,34.97,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2019,ed_on_time_pct,75.3,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2020,avg_wait_days,32.54,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2020,ed_on_time_pct,73.0,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2021,avg_wait_days,34.62,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2021,ed_on_time_pct,73.1,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2022,avg_wait_days,33.12,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2022,ed_on_time_pct,74.2,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2023,avg_wait_days,45.29,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2023,ed_on_time_pct,70.3,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2024,avg_wait_days,36.47,waiting_time_state_raw,
Australian Capital Territory,Male,22-24,2024,ed_on_time_pct,71.7,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2019,avg_wait_days,23.47,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2019,ed_on_time_pct,70.7,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2020,avg_wait_days,22.92,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2020,ed_on_time_pct,75.7,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2021,avg_wait_days,23.93,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2021,ed_on_time_pct,72.3,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2022,avg_wait_days,24.19,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2022,ed_on_time_pct,72.5,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2023,avg_wait_days,18.74,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2023,ed_on_time_pct,70.1,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2024,avg_wait_days,22.21,waiting_time_state_raw,
Australian Capital Territory,Female,5-11 (Primary),2024,ed_on_time_pct,71.4,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2019,avg_wait_days,29.34,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2019,ed_on_time_pct,75.6,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2020,avg_wait_days,23.18,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2020,ed_on_time_pct,72.7,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2021,avg_wait_days,29.09,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2021,ed_on_time_pct,72.5,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2022,avg_wait_days,23.3,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2022,ed_on_time_pct,75.4,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2023,avg_wait_days,25.65,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2023,ed_on_time_pct,70.2,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2024,avg_wait_days,26.3,waiting_time_state_raw,
Australian Capital Territory,Female,12-14,2024,ed_on_time_pct,69.6,waiting_time_state_raw,
Australian Capital Territory,Female,15-17,2019,avg_wait_days,30.26,waiting_time_state_raw,
Australian Capital Territory,Female,15-17,2019,ed_on_time_pct,75.2,waiting_time_state_raw,
Australian Capital Territory,Female,15-17,2020,avg_wait_days,37.25,waiting_time_state_raw,
Australian Capital Territory,Female,15-17,2020,ed_on_time_pct,72.7,waiting_time_state_raw,
