state,sex,age_band,year,metric,value
Australian Capital Territory,Male,15-17,2024,medication_rate_per_1k,108.79
Australian Capital Territory,Male,18-21,2019,medication_rate_per_1k,173.63
Australian Capital Territory,Male,18-21,2020,medication_rate_per_1k,136.15
Australian Capital Territory,Male,18-21,2021,medication_rate_per_1k,156.38
Australian Capital Territory,Male,18-21,2022,medication_rate_per_1k,117.48
Australian Capital Territory,Male,18-21,2023,medication_rate_per_1k,171.17
Australian Capital Territory,Male,18-21,2024,medication_rate_per_1k,114.6
Australian Capital Territory,Male,22-24,2019,medication_rate_per_1k,160.97
Australian Capital Territory,Male,22-24,2020,medication_rate_per_1k,112.97
Australian Capital Territory,Male,22-24,2021,medication_rate_per_1k,174.96
Australian Capital Territory,Male,22-24,2022,medication_rate_per_1k,139.73
Australian Capital Territory,Male,22-24,2023,medication_rate_per_1k,157.47
Australian Capital Territory,Male,22-24,2024,medication_rate_per_1k,155.35
Australian Capital Territory,Female,5-11 (Primary),2019,medication_rate_per_1k,110.67
Australian Capital Territory,Female,5-11 (Primary),2020,medication_rate_per_1k,127.04
Australian Capital Territory,Female,5-11 (Primary),2021,medication_rate_per_1k,97.66
Australian Capital Territory,Female,5-11 (Primary),2022,medication_rate_per_1k,148.41
Australian Capital Territory,Female,5-11 (Primary),2023,medication_rate_per_1k,127.1
Australian Capital Territory,Female,5-11 (Primary),2024,medication_rate_per_1k,115.54
Australian Capital Territory,Female,12-14,2019,medication_rate_per_1k,129.72
Australian Capital Territory,Female,12-14,2020,medication_rate_per_1k,130.7
Australian Capital Territory,Female,12-14,2021,medication_rate_per_1k,113.67
Australian Capital Territory,Female,12-14,2022,medication_rate_per_1k,127.84
Australian Capital Territory,Female,12-14,2023,medication_rate_per_1k,149.09
Australian Capital Territory,Female,12-14,2024,medication_rate_per_1k,141.07
Australian Capital Territory,Female,15-17,2019,medication_rate_per_1k,179.43
Australian Capital Territory,Female,15-17,2020,medication_rate_per_1k,161.91
Australian Capital Territory,Female,15-17,2021,medication_rate_per_1k,167.64
Australian Capital Territory,Female,15-17,2022,medication_rate_per_1k,118.59
Australian Capital Territory,Female,15-17,2023,medication_rate_per_1k,145.47
Australian Capital Territory,Female,15-17,2024,medication_rate_per_1k,125.6
Australian Capital Territory,Female,18-21,2019,medication_rate_per_1k,131.29
Australian Capital Territory,Female,18-21,2020,medication_rate_per_1k,138.11
Australian Capital Territory,Female,18-21,2021,medication_rate_per_1k,156.23
Australian Capital Territory,Female,18-21,2022,medication_rate_per_1k,144.55
Australian Capital Territory,Female,18-21,2023,medication_rate_per_1k,143.31
Australian Capital Territory,Female,18-21,2024,medication_rate_per_1k,140.84
Australian Capital Territory,Female,22-24,2019,medication_rate_per_1k,196.43
Australian Capital Territory,Female,22-24,2020,medication_rate_per_1k,151.87
Australian Capital Territory,Female,22-24,2021,medication_rate_per_1k,191.06
Australian Capital Territory,Female,22-24,2022,medication_rate_per_1k,196.94
Australian Capital Territory,Female,22-24,2023,medication_rate_per_1k,167.57
Australian Capital Territory,Female,22-24,2024,medication_rate_per_1k,195.67
