state,sex,age_band,year,sheet,metric,value
Queensland,Male,15-17,2024,ADHD,lifetime prevalence %,13.85
Queensland,Male,15-17,2024,Substance use,12-month prevalence %,4.73
Queensland,Male,15-17,2024,Substance use,lifetime prevalence %,6.87
Queensland,Male,18-21,2019,Anxiety,12-month prevalence %,15.17
Queensland,Male,18-21,2019,Anxiety,lifetime prevalence %,24.76
Queensland,Male,18-21,2019,Depression,12-month prevalence %,10.56
Queensland,Male,18-21,2019,Depression,lifetime prevalence %,18.65
Queensland,Male,18-21,2019,ADHD,12-month prevalence %,8.85
Queensland,Male,18-21,2019,ADHD,lifetime prevalence %,15.23
Queensland,Male,18-21,2019,Substance use,12-month prevalence %,6.09
Queensland,Male,18-21,2019,Substance use,lifetime prevalence %,9.64
Queensland,Male,18-21,2020,Anxiety,12-month prevalence %,13.66
Queensland,Male,18-21,2020,Anxiety,lifetime prevalence %,23.95
Queensland,Male,18-21,2020,Depression,12-month prevalence %,12.2
Queensland,Male,18-21,2020,Depression,lifetime prevalence %,19.95
Queensland,Male,18-21,2020,ADHD,12-month prevalence %,7.03
Queensland,Male,18-21,2020,ADHD,lifetime prevalence %,12.87
Queensland,Male,18-21,2020,Substance use,12-month prevalence %,5.47
Queensland,Male,18-21,2020,Substance use,lifetime prevalence %,9.14
Queensland,Male,18-21,2021,Anxiety,12-month prevalence %,15.68
Queensland,Male,18-21,2021,Anxiety,lifetime prevalence %,28.09
Queensland,Male,18-21,2021,Depression,12-month prevalence %,9.92
Queensland,Male,18-21,2021,Depression,lifetime prevalence %,16.63
Queensland,Male,18-21,2021,ADHD,12-month prevalence %,8.63
Queensland,Male,18-21,2021,ADHD,lifetime prevalence %,14.33
Queensland,Male,18-21,2021,Substance use,12-month prevalence %,5.1
Queensland,Male,18-21,2021,Substance use,lifetime prevalence %,7.88
Queensland,Male,18-21,2022,Anxiety,12-month prevalence %,15.3
Queensland,Male,18-21,2022,Anxiety,lifetime prevalence %,25.85
Queensland,Male,18-21,2022,Depression,12-month prevalence %,11.92
Queensland,Male,18-21,2022,Depression,lifetime prevalence %,21.23
Queensland,Male,18-21,2022,ADHD,12-month prevalence %,8.44
Queensland,Male,18-21,2022,ADHD,lifetime prevalence %,13.45
Queensland,Male,18-21,2022,Substance use,12-month prevalence %,4.29
Queensland,Male,18-21,2022,Substance use,lifetime prevalence %,6.63
Queensland,Male,18-21,2023,Anxiety,12-month prevalence %,15.18
Queensland,Male,18-21,2023,Anxiety,lifetime prevalence %,25.97
Queensland,Male,18-21,2023,Depression,12-month prevalence %,11.41
Queensland,Male,18-21,2023,Depression,lifetime prevalence %,18.19
Queensland,Male,18-21,2023,ADHD,12-month prevalence %,9.22
Queensland,Male,18-21,2023,ADHD,lifetime prevalence %,17.13
Queensland,Male,18-21,2023,Substance use,12-month prevalence %,4.31
Queensland,Male,18-21,2023,Substance use,lifetime prevalence %,6.23
Queensland,Male,18-21,2024,Anxiety,12-month prevalence %,15.39
Queensland,Male,18-21,2024,Anxiety,lifetime prevalence %,25.81
Queensland,Male,18-21,2024,Depression,12-month prevalence %,9.73
Queensland,Male,18-21,2024,Depression,lifetime prevalence %,17.59
Queensland,Male,18-21,2024,ADHD,12-month prevalence %,9.61
Queensland,Male,18-21,2024,ADHD,lifetime prevalence %,17.81
Queensland,Male,18-21,2024,Substance use,12-month prevalence %,4.73
Queensland,Male,18-21,2024,Substance use,lifetime prevalence %,8.28
Queensland,Male,22-24,2019,Anxiety,12-month prevalence %,9.88
Queensland,Male,22-24,2019,Anxiety,lifetime prevalence %,16.81
Queensland,Male,22-24,2019,Depression,12-month prevalence %,9.87
Queensland,Male,22-24,2019,Depression,lifetime prevalence %,16.28
Queensland,Male,22-24,2019,ADHD,12-month prevalence %,7.18
Queensland,Male,22-24,2019,ADHD,lifetime prevalence %,12.7
Queensland,Male,22-24,2019,Substance use,12-month prevalence %,3.72
Queensland,Male,22-24,2019,Substance use,lifetime prevalence %,5.69
Queensland,Male,22-24,2020,Anxiety,12-month prevalence %,11.0
Queensland,Male,22-24,2020,Anxiety,lifetime prevalence %,19.95
Queensland,Male,22-24,2020,Depression,12-month prevalence %,9.42
Queensland,Male,22-24,2020,Depression,lifetime prevalence %,16.38
Queensland,Male,22-24,2020,ADHD,12-month prevalence %,6.48
Queensland,Male,22-24,2020,ADHD,lifetime prevalence %,12.08
Queensland,Male,22-24,2020,Substance use,12-month prevalence %,3.97
Queensland,Male,22-24,2020,Substance use,lifetime prevalence %,7.56
Queensland,Male,22-24,2021,Anxiety,12-month prevalence %,10.61
Queensland,Male,22-24,2021,Anxiety,lifetime prevalence %,19.38
Queensland,Male,22-24,2021,Depression,12-month prevalence %,7.39
Queensland,Male,22-24,2021,Depression,lifetime prevalence %,11.4
Queensland,Male,22-24,2021,ADHD,12-month prevalence %,8.16
Queensland,Male,22-24,2021,ADHD,lifetime prevalence %,12.87
Queensland,Male,22-24,2021,Substance use,12-month prevalence %,4.54
Queensland,Male,22-24,2021,Substance use,lifetime prevalence %,7.3
Queensland,Male,22-24,2022,Anxiety,12-month prevalence %,11.87
Queensland,Male,22-24,2022,Anxiety,lifetime prevalence %,20.52
Queensland,Male,22-24,2022,Depression,12-month prevalence %,8.72
Queensland,Male,22-24,2022,Depression,lifetime prevalence %,14.81
Queensland,Male,22-24,2022,ADHD,12-month prevalence %,7.76
Queensland,Male,22-24,2022,ADHD,lifetime prevalence %,12.24
Queensland,Male,22-24,2022,Substance use,12-month prevalence %,4.72
Queensland,Male,22-24,2022,Substance use,lifetime prevalence %,6.62
Queensland,Male,22-24,2023,Anxiety,12-month prevalence %,12.75
Queensland,Male,22-24,2023,Anxiety,lifetime prevalence %,21.39
Queensland,Male,22-24,2023,Depression,12-month prevalence %,9.38
Queensland,Male,22-24,2023,Depression,lifetime prevalence %,14.89
Queensland,Male,22-24,2023,ADHD,12-month prevalence %,8.34
Queensland,Male,22-24,2023,ADHD,lifetime prevalence %,15.44
Queensland,Male,22-24,2023,Substance use,12-month prevalence %,5.0
Queensland,Male,22-24,2023,Substance use,lifetime prevalence %,9.45
Queensland,Male,22-24,2024,Anxiety,12-month prevalence %,12.59
Queensland,Male,22-24,2024,Anxiety,lifetime prevalence %,19.96
Queensland,Male,22-24,2024,Depression,12-month prevalence %,8.7
Queensland,Male,22-24,2024,Depression,lifetime prevalence %,13.92
Queensland,Male,22-24,2024,ADHD,12-month prevalence %,6.05
Queensland,Male,22-24,2024,ADHD,lifetime prevalence %,10.88
Queensland,Male,22-24,2024,Substance use,12-month prevalence %,5.18
Queensland,Male,22-24,2024,Substance use,lifetime prevalence %,10.22
Queensland,Female,5-11 (Primary),2019,Anxiety,12-month prevalence %,6.96
Queensland,Female,5-11 (Primary),2019,Anxiety,lifetime prevalence %,11.02
Queensland,Female,5-11 (Primary),2019,Depression,12-month prevalence %,5.72
Queensland,Female,5-11 (Primary),2019,Depression,lifetime prevalence %,8.63
Queensland,Female,5-11 (Primary),2019,ADHD,12-month prevalence %,3.69
Queensland,Female,5-11 (Primary),2019,ADHD,lifetime prevalence %,7.46
Queensland,Female,5-11 (Primary),2019,Substance use,12-month prevalence %,2.12
Queensland,Female,5-11 (Primary),2019,Substance use,lifetime prevalence %,4.75
Queensland,Female,5-11 (Primary),2020,Anxiety,12-month prevalence %,6.47
Queensland,Female,5-11 (Primary),2020,Anxiety,lifetime prevalence %,12.13
Queensland,Female,5-11 (Primary),2020,Depression,12-month prevalence %,5.16
Queensland,Female,5-11 (Primary),2020,Depression,lifetime prevalence %,8.81
Queensland,Female,5-11 (Primary),2020,ADHD,12-month prevalence %,3.82
Queensland,Female,5-11 (Primary),2020,ADHD,lifetime prevalence %,6.51
Queensland,Female,5-11 (Primary),2020,Substance use,12-month prevalence %,2.26
Queensland,Female,5-11 (Primary),2020,Substance use,lifetime prevalence %,2.99
Queensland,Female,5-11 (Primary),2021,Anxiety,12-month prevalence %,6.07
Queensland,Female,5-11 (Primary),2021,Anxiety,lifetime prevalence %,11.65
Queensland,Female,5-11 (Primary),2021,Depression,12-month prevalence %,6.35
Queensland,Female,5-11 (Primary),2021,Depression,lifetime prevalence %,11.65
Queensland,Female,5-11 (Primary),2021,ADHD,12-month prevalence %,3.31
Queensland,Female,5-11 (Primary),2021,ADHD,lifetime prevalence %,4.82
Queensland,Female,5-11 (Primary),2021,Substance use,12-month prevalence %,1.7
Queensland,Female,5-11 (Primary),2021,Substance use,lifetime prevalence %,3.96
Queensland,Female,5-11 (Primary),2022,Anxiety,12-month prevalence %,8.28
Queensland,Female,5-11 (Primary),2022,Anxiety,lifetime prevalence %,13.3
Queensland,Female,5-11 (Primary),2022,Depression,12-month prevalence %,5.83
Queensland,Female,5-11 (Primary),2022,Depression,lifetime prevalence %,9.93
Queensland,Female,5-11 (Primary),2022,ADHD,12-month prevalence %,3.31
Queensland,Female,5-11 (Primary),2022,ADHD,lifetime prevalence %,5.57
Queensland,Female,5-11 (Primary),2022,Substance use,12-month prevalence %,2.05
Queensland,Female,5-11 (Primary),2022,Substance use,lifetime prevalence %,2.18
Queensland,Female,5-11 (Primary),2023,Anxiety,12-month prevalence %,6.53
Queensland,Female,5-11 (Primary),2023,Anxiety,lifetime prevalence %,10.31
Queensland,Female,5-11 (Primary),2023,Depression,12-month prevalence %,5.32
Queensland,Female,5-11 (Primary),2023,Depression,lifetime prevalence %,8.7
Queensland,Female,5-11 (Primary),2023,ADHD,12-month prevalence %,3.89
Queensland,Female,5-11 (Primary),2023,ADHD,lifetime prevalence %,7.89
Queensland,Female,5-11 (Primary),2023,Substance use,12-month prevalence %,2.19
Queensland,Female,5-11 (Primary),2023,Substance use,lifetime prevalence %,3.33
Queensland,Female,5-11 (Primary),2024,Anxiety,12-month prevalence %,7.41
Queensland,Female,5-11 (Primary),2024,Anxiety,lifetime prevalence %,12.53
Queensland,Female,5-11 (Primary),2024,Depression,12-month prevalence %,5.26
Queensland,Female,5-11 (Primary),2024,Depression,lifetime prevalence %,10.01
Queensland,Female,5-11 (Primary),2024,ADHD,12-month prevalence %,3.64
Queensland,Female,5-11 (Primary),2024,ADHD,lifetime prevalence %,6.83
Queensland,Female,5-11 (Primary),2024,Substance use,12-month prevalence %,1.95
Queensland,Female,5-11 (Primary),2024,Substance use,lifetime prevalence %,3.03
Queensland,Female,12-14,2019,Anxiety,12-month prevalence %,10.32
Queensland,Female,12-14,2019,Anxiety,lifetime prevalence %,18.11
Queensland,Female,12-14,2019,Depression,12-month prevalence %,8.98
Queensland,Female,12-14,2019,Depression,lifetime prevalence %,16.19
Queensland,Female,12-14,2019,ADHD,12-month prevalence %,5.09
Queensland,Female,12-14,2019,ADHD,lifetime prevalence %,8.04
Queensland,Female,12-14,2019,Substance use,12-month prevalence %,3.39
Queensland,Female,12-14,2019,Substance use,lifetime prevalence %,6.13
Queensland,Female,12-14,2020,Anxiety,12-month prevalence %,12.68
Queensland,Female,12-14,2020,Anxiety,lifetime prevalence %,21.17
Queensland,Female,12-14,2020,Depression,12-month prevalence %,7.28
Queensland,Female,12-14,2020,Depression,lifetime prevalence %,13.39
Queensland,Female,12-14,2020,ADHD,12-month prevalence %,4.08
Queensland,Female,12-14,2020,ADHD,lifetime prevalence %,5.92
Queensland,Female,12-14,2020,Substance use,12-month prevalence %,3.18
Queensland,Female,12-14,2020,Substance use,lifetime prevalence %,5.98
Queensland,Female,12-14,2021,Anxiety,12-month prevalence %,9.9
Queensland,Female,12-14,2021,Anxiety,lifetime prevalence %,15.43
Queensland,Female,12-14,2021,Depression,12-month prevalence %,8.44
Queensland,Female,12-14,2021,Depression,lifetime prevalence %,15.19
Queensland,Female,12-14,2021,ADHD,12-month prevalence %,5.85
Queensland,Female,12-14,2021,ADHD,lifetime prevalence %,9.38
Queensland,Female,12-14,2021,Substance use,12-month prevalence %,2.85
Queensland,Female,12-14,2021,Substance use,lifetime prevalence %,5.47
Queensland,Female,12-14,2022,Anxiety,12-month prevalence %,11.98
Queensland,Female,12-14,2022,Anxiety,lifetime prevalence %,19.73
Queensland,Female,12-14,2022,Depression,12-month prevalence %,7.12
Queensland,Female,12-14,2022,Depression,lifetime prevalence %,11.36
Queensland,Female,12-14,2022,ADHD,12-month prevalence %,4.53
Queensland,Female,12-14,2022,ADHD,lifetime prevalence %,7.74
Queensland,Female,12-14,2022,Substance use,12-month prevalence %,2.72
Queensland,Female,12-14,2022,Substance use,lifetime prevalence %,3.35
Queensland,Female,12-14,2023,Anxiety,12-month prevalence %,12.69
Queensland,Female,12-14,2023,Anxiety,lifetime prevalence %,21.89
Queensland,Female,12-14,2023,Depression,12-month prevalence %,6.84
Queensland,Female,12-14,2023,Depression,lifetime prevalence %,12.27
Queensland,Female,12-14,2023,ADHD,12-month prevalence %,4.4
Queensland,Female,12-14,2023,ADHD,lifetime prevalence %,7.17
Queensland,Female,12-14,2023,Substance use,12-month prevalence %,3.11
Queensland,Female,12-14,2023,Substance use,lifetime prevalence %,5.98
Queensland,Female,12-14,2024,Anxiety,12-month prevalence %,12.68
Queensland,Female,12-14,2024,Anxiety,lifetime prevalence %,20.81
Queensland,Female,12-14,2024,Depression,12-month prevalence %,6.91
Queensland,Female,12-14,2024,Depression,lifetime prevalence %,10.85
Queensland,Female,12-14,2024,ADHD,12-month prevalence %,4.67
Queensland,Female,12-14,2024,ADHD,lifetime prevalence %,7.09
Queensland,Female,12-14,2024,Substance use,12-month prevalence %,2.97
Queensland,Female,12-14,2024,Substance use,lifetime prevalence %,4.83
Queensland,Female,15-17,2019,Anxiety,12-month prevalence %,16.83
Queensland,Female,15-17,2019,Anxiety,lifetime prevalence %,29.96
Queensland,Female,15-17,2019,Depression,12-month prevalence %,10.79
Queensland,Female,15-17,2019,Depression,lifetime prevalence %,17.93
Queensland,Female,15-17,2019,ADHD,12-month prevalence %,7.55
Queensland,Female,15-17,2019,ADHD,lifetime prevalence %,13.44
Queensland,Female,15-17,2019,Substance use,12-month prevalence %,4.65
Queensland,Female,15-17,2019,Substance use,lifetime prevalence %,7.67
Queensland,Female,15-17,2020,Anxiety,12-month prevalence %,12.0
Queensland,Female,15-17,2020,Anxiety,lifetime prevalence %,19.8
Queensland,Female,15-17,2020,Depression,12-month prevalence %,9.85
Queensland,Female,15-17,2020,Depression,lifetime prevalence %,17.11
Queensland,Female,15-17,2020,ADHD,12-month prevalence %,6.85
Queensland,Female,15-17,2020,ADHD,lifetime prevalence %,10.48
Queensland,Female,15-17,2020,Substance use,12-month prevalence %,4.52
Queensland,Female,15-17,2020,Substance use,lifetime prevalence %,8.23
Queensland,Female,15-17,2021,Anxiety,12-month prevalence %,14.04
Queensland,Female,15-17,2021,Anxiety,lifetime prevalence %,23.68
Queensland,Female,15-17,2021,Depression,12-month prevalence %,10.91
Queensland,Female,15-17,2021,Depression,lifetime prevalence %,19.1
Queensland,Female,15-17,2021,ADHD,12-month prevalence %,6.6
Queensland,Female,15-17,2021,ADHD,lifetime prevalence %,12.42
Queensland,Female,15-17,2021,Substance use,12-month prevalence %,4.27
Queensland,Female,15-17,2021,Substance use,lifetime prevalence %,6.85
Queensland,Female,15-17,2022,Anxiety,12-month prevalence %,15.94
Queensland,Female,15-17,2022,Anxiety,lifetime prevalence %,27.34
Queensland,Female,15-17,2022,Depression,12-month prevalence %,9.8
Queensland,Female,15-17,2022,Depression,lifetime prevalence %,17.15
Queensland,Female,15-17,2022,ADHD,12-month prevalence %,7.58
Queensland,Female,15-17,2022,ADHD,lifetime prevalence %,12.77
Queensland,Female,15-17,2022,Substance use,12-month prevalence %,4.2
Queensland,Female,15-17,2022,Substance use,lifetime prevalence %,5.86
Queensland,Female,15-17,2023,Anxiety,12-month prevalence %,12.17
Queensland,Female,15-17,2023,Anxiety,lifetime prevalence %,19.96
Queensland,Female,15-17,2023,Depression,12-month prevalence %,12.83
Queensland,Female,15-17,2023,Depression,lifetime prevalence %,20.63
Queensland,Female,15-17,2023,ADHD,12-month prevalence %,6.2
Queensland,Female,15-17,2023,ADHD,lifetime prevalence %,11.01
Queensland,Female,15-17,2023,Substance use,12-month prevalence %,4.66
Queensland,Female,15-17,2023,Substance use,lifetime prevalence %,9.3
Queensland,Female,15-17,2024,Anxiety,12-month prevalence %,15.22
Queensland,Female,15-17,2024,Anxiety,lifetime prevalence %,24.51
Queensland,Female,15-17,2024,Depression,12-month prevalence %,10.8
Queensland,Female,15-17,2024,Depression,lifetime prevalence %,19.56
Queensland,Female,15-17,2024,ADHD,12-month prevalence %,6.17
Queensland,Female,15-17,2024,ADHD,lifetime prevalence %,9.01
Queensland,Female,15-17,2024,Substance use,12-month prevalence %,4.7
Queensland,Female,15-17,2024,Substance use,lifetime prevalence %,9.16
Queensland,Female,18-21,2019,Anxiety,12-month prevalence %,16.99
Queensland,Female,18-21,2019,Anxiety,lifetime prevalence %,27.88
Queensland,Female,18-21,2019,Depression,12-month prevalence %,12.9
Queensland,Female,18-21,2019,Depression,lifetime prevalence %,20.81
Queensland,Female,18-21,2019,ADHD,12-month prevalence %,6.53
Queensland,Female,18-21,2019,ADHD,lifetime prevalence %,9.67
Queensland,Female,18-21,2019,Substance use,12-month prevalence %,3.97
Queensland,Female,18-21,2019,Substance use,lifetime prevalence %,7.91
Queensland,Female,18-21,2020,Anxiety,12-month prevalence %,17.09
Queensland,Female,18-21,2020,Anxiety,lifetime prevalence %,29.58
Queensland,Female,18-21,2020,Depression,12-month prevalence %,12.4
Queensland,Female,18-21,2020,Depression,lifetime prevalence %,20.24
Queensland,Female,18-21,2020,ADHD,12-month prevalence %,6.11
Queensland,Female,18-21,2020,ADHD,lifetime prevalence %,9.65
Queensland,Female,18-21,2020,Substance use,12-month prevalence %,4.99
Queensland,Female,18-21,2020,Substance use,lifetime prevalence %,8.53
Queensland,Female,18-21,2021,Anxiety,12-month prevalence %,13.27
Queensland,Female,18-21,2021,Anxiety,lifetime prevalence %,21.91
Queensland,Female,18-21,2021,Depression,12-month prevalence %,11.75
Queensland,Female,18-21,2021,Depression,lifetime prevalence %,19.0
Queensland,Female,18-21,2021,ADHD,12-month prevalence %,6.17
Queensland,Female,18-21,2021,ADHD,lifetime prevalence %,10.46
Queensland,Female,18-21,2021,Substance use,12-month prevalence %,5.02
Queensland,Female,18-21,2021,Substance use,lifetime prevalence %,7.73
Queensland,Female,18-21,2022,Anxiety,12-month prevalence %,15.33
Queensland,Female,18-21,2022,Anxiety,lifetime prevalence %,26.95
Queensland,Female,18-21,2022,Depression,12-month prevalence %,12.24
Queensland,Female,18-21,2022,Depression,lifetime prevalence %,21.2
Queensland,Female,18-21,2022,ADHD,12-month prevalence %,7.74
Queensland,Female,18-21,2022,ADHD,lifetime prevalence %,14.1
Queensland,Female,18-21,2022,Substance use,12-month prevalence %,3.71
Queensland,Female,18-21,2022,Substance use,lifetime prevalence %,6.52
Queensland,Female,18-21,2023,Anxiety,12-month prevalence %,13.36
Queensland,Female,18-21,2023,Anxiety,lifetime prevalence %,21.69
Queensland,Female,18-21,2023,Depression,12-month prevalence %,10.03
Queensland,Female,18-21,2023,Depression,lifetime prevalence %,16.08
Queensland,Female,18-21,2023,ADHD,12-month prevalence %,8.15
Queensland,Female,18-21,2023,ADHD,lifetime prevalence %,12.86
Queensland,Female,18-21,2023,Substance use,12-month prevalence %,3.66
Queensland,Female,18-21,2023,Substance use,lifetime prevalence %,5.48
Queensland,Female,18-21,2024,Anxiety,12-month prevalence %,17.22
Queensland,Female,18-21,2024,Anxiety,lifetime prevalence %,29.36
Queensland,Female,18-21,2024,Depression,12-month prevalence %,12.15
Queensland,Female,18-21,2024,Depression,lifetime prevalence %,21.14
Queensland,Female,18-21,2024,ADHD,12-month prevalence %,6.7
Queensland,Female,18-21,2024,ADHD,lifetime prevalence %,12.26
Queensland,Female,18-21,2024,Substance use,12-month prevalence %,4.41
Queensland,Female,18-21,2024,Substance use,lifetime prevalence %,6.92
Queensland,Female,22-24,2019,Anxiety,12-month prevalence %,12.15
Queensland,Female,22-24,2019,Anxiety,lifetime prevalence %,22.1
Queensland,Female,22-24,2019,Depression,12-month prevalence %,11.17
Queensland,Female,22-24,2019,Depression,lifetime prevalence %,19.16
Queensland,Female,22-24,2019,ADHD,12-month prevalence %,6.11
Queensland,Female,22-24,2019,ADHD,lifetime prevalence %,10.71
Queensland,Female,22-24,2019,Substance use,12-month prevalence %,3.1
Queensland,Female,22-24,2019,Substance use,lifetime prevalence %,4.02
Queensland,Female,22-24,2020,Anxiety,12-month prevalence %,13.99
Queensland,Female,22-24,2020,Anxiety,lifetime prevalence %,24.3
Queensland,Female,22-24,2020,Depression,12-month prevalence %,11.54
Queensland,Female,22-24,2020,Depression,lifetime prevalence %,19.97
Queensland,Female,22-24,2020,ADHD,12-month prevalence %,6.61
Queensland,Female,22-24,2020,ADHD,lifetime prevalence %,11.43
Queensland,Female,22-24,2020,Substance use,12-month prevalence %,3.61
Queensland,Female,22-24,2020,Substance use,lifetime prevalence %,6.01
Queensland,Female,22-24,2021,Anxiety,12-month prevalence %,15.45
Queensland,Female,22-24,2021,Anxiety,lifetime prevalence %,27.56
Queensland,Female,22-24,2021,Depression,12-month prevalence %,11.52
Queensland,Female,22-24,2021,Depression,lifetime prevalence %,19.8
Queensland,Female,22-24,2021,ADHD,12-month prevalence %,5.45
Queensland,Female,22-24,2021,ADHD,lifetime prevalence %,8.0
Queensland,Female,22-24,2021,Substance use,12-month prevalence %,4.29
Queensland,Female,22-24,2021,Substance use,lifetime prevalence %,6.1
Queensland,Female,22-24,2022,Anxiety,12-month prevalence %,12.59
Queensland,Female,22-24,2022,Anxiety,lifetime prevalence %,22.34
Queensland,Female,22-24,2022,Depression,12-month prevalence %,9.05
Queensland,Female,22-24,2022,Depression,lifetime prevalence %,16.28
Queensland,Female,22-24,2022,ADHD,12-month prevalence %,5.5
Queensland,Female,22-24,2022,ADHD,lifetime prevalence %,10.2
Queensland,Female,22-24,2022,Substance use,12-month prevalence %,4.02
Queensland,Female,22-24,2022,Substance use,lifetime prevalence %,6.19
Queensland,Female,22-24,2023,Anxiety,12-month prevalence %,12.5
Queensland,Female,22-24,2023,Anxiety,lifetime prevalence %,20.84
Queensland,Female,22-24,2023,Depression,12-month prevalence %,10.4
Queensland,Female,22-24,2023,Depression,lifetime prevalence %,18.9
Queensland,Female,22-24,2023,ADHD,12-month prevalence %,6.18
Queensland,Female,22-24,2023,ADHD,lifetime prevalence %,10.26
Queensland,Female,22-24,2023,Substance use,12-month prevalence %,3.59
Queensland,Female,22-24,2023,Substance use,lifetime prevalence %,5.13
Queensland,Female,22-24,2024,Anxiety,12-month prevalence %,14.1
Queensland,Female,22-24,2024,Anxiety,lifetime prevalence %,23.96
Queensland,Female,22-24,2024,Depression,12-month prevalence %,11.56
Queensland,Female,22-24,2024,Depression,lifetime prevalence %,19.7
Queensland,Female,22-24,2024,ADHD,12-month prevalence %,7.07
Queensland,Female,22-24,2024,ADHD,lifetime prevalence %,11.84
Queensland,Female,22-24,2024,Substance use,12-month prevalence %,3.76
Queensland,Female,22-24,2024,Substance use,lifetime prevalence %,5.44
South Australia,Male,5-11 (Primary),2019,Anxiety,12-month prevalence %,6.96
South Australia,Male,5-11 (Primary),2019,Anxiety,lifetime prevalence %,10.42
South Australia,Male,5-11 (Primary),2019,Depression,12-month prevalence %,4.25
South Australia,Male,5-11 (Primary),2019,Depression,lifetime prevalence %,6.67
South Australia,Male,5-11 (Primary),2019,ADHD,12-month prevalence %,4.38
South Australia,Male,5-11 (Primary),2019,ADHD,lifetime prevalence %,7.78
South Australia,Male,5-11 (Primary),2019,Substance use,12-month prevalence %,2.23
South Australia,Male,5-11 (Primary),2019,Substance use,lifetime prevalence %,5.04
South Australia,Male,5-11 (Primary),2020,Anxiety,12-month prevalence %,7.05
South Australia,Male,5-11 (Primary),2020,Anxiety,lifetime prevalence %,10.58
South Australia,Male,5-11 (Primary),2020,Depression,12-month prevalence %,4.35
South Australia,Male,5-11 (Primary),2020,Depression,lifetime prevalence %,7.99
South Australia,Male,5-11 (Primary),2020,ADHD,12-month prevalence %,4.42
South Australia,Male,5-11 (Primary),2020,ADHD,lifetime prevalence %,8.24
South Australia,Male,5-11 (Primary),2020,Substance use,12-month prevalence %,2.73
South Australia,Male,5-11 (Primary),2020,Substance use,lifetime prevalence %,3.52
South Australia,Male,5-11 (Primary),2021,Anxiety,12-month prevalence %,5.18
South Australia,Male,5-11 (Primary),2021,Anxiety,lifetime prevalence %,8.63
South Australia,Male,5-11 (Primary),2021,Depression,12-month prevalence %,4.05
South Australia,Male,5-11 (Primary),2021,Depression,lifetime prevalence %,7.37
South Australia,Male,5-11 (Primary),2021,ADHD,12-month prevalence %,4.48
South Australia,Male,5-11 (Primary),2021,ADHD,lifetime prevalence %,7.37
South Australia,Male,5-11 (Primary),2021,Substance use,12-month prevalence %,2.47
South Australia,Male,5-11 (Primary),2021,Substance use,lifetime prevalence %,3.86
South Australia,Male,5-11 (Primary),2022,Anxiety,12-month prevalence %,5.54
South Australia,Male,5-11 (Primary),2022,Anxiety,lifetime prevalence %,8.27
South Australia,Male,5-11 (Primary),2022,Depression,12-month prevalence %,5.17
South Australia,Male,5-11 (Primary),2022,Depression,lifetime prevalence %,10.0
South Australia,Male,5-11 (Primary),2022,ADHD,12-month prevalence %,3.71
South Australia,Male,5-11 (Primary),2022,ADHD,lifetime prevalence %,5.21
South Australia,Male,5-11 (Primary),2022,Substance use,12-month prevalence %,2.68
South Australia,Male,5-11 (Primary),2022,Substance use,lifetime prevalence %,3.84
South Australia,Male,5-11 (Primary),2023,Anxiety,12-month prevalence %,6.91
South Australia,Male,5-11 (Primary),2023,Anxiety,lifetime prevalence %,12.2
South Australia,Male,5-11 (Primary),2023,Depression,12-month prevalence %,4.47
South Australia,Male,5-11 (Primary),2023,Depression,lifetime prevalence %,7.63
South Australia,Male,5-11 (Primary),2023,ADHD,12-month prevalence %,3.72
South Australia,Male,5-11 (Primary),2023,ADHD,lifetime prevalence %,5.2
South Australia,Male,5-11 (Primary),2023,Substance use,12-month prevalence %,2.16
South Australia,Male,5-11 (Primary),2023,Substance use,lifetime prevalence %,3.89
South Australia,Male,5-11 (Primary),2024,Anxiety,12-month prevalence %,6.94
South Australia,Male,5-11 (Primary),2024,Anxiety,lifetime prevalence %,10.57
South Australia,Male,5-11 (Primary),2024,Depression,12-month prevalence %,4.28
South Australia,Male,5-11 (Primary),2024,Depression,lifetime prevalence %,5.81
South Australia,Male,5-11 (Primary),2024,ADHD,12-month prevalence %,4.58
South Australia,Male,5-11 (Primary),2024,ADHD,lifetime prevalence %,6.61
South Australia,Male,5-11 (Primary),2024,Substance use,12-month prevalence %,2.3
South Australia,Male,5-11 (Primary),2024,Substance use,lifetime prevalence %,2.58
South Australia,Male,12-14,2019,Anxiety,12-month prevalence %,9.45
South Australia,Male,12-14,2019,Anxiety,lifetime prevalence %,16.46
South Australia,Male,12-14,2019,Depression,12-month prevalence %,7.26
South Australia,Male,12-14,2019,Depression,lifetime prevalence %,12.88
South Australia,Male,12-14,2019,ADHD,12-month prevalence %,5.25
South Australia,Male,12-14,2019,ADHD,lifetime prevalence %,10.17
South Australia,Male,12-14,2019,Substance use,12-month prevalence %,3.95
South Australia,Male,12-14,2019,Substance use,lifetime prevalence %,5.78
South Australia,Male,12-14,2020,Anxiety,12-month prevalence %,9.29
South Australia,Male,12-14,2020,Anxiety,lifetime prevalence %,14.35
South Australia,Male,12-14,2020,Depression,12-month prevalence %,8.05
South Australia,Male,12-14,2020,Depression,lifetime prevalence %,14.87
South Australia,Male,12-14,2020,ADHD,12-month prevalence %,5.9
South Australia,Male,12-14,2020,ADHD,lifetime prevalence %,9.61
South Australia,Male,12-14,2020,Substance use,12-month prevalence %,3.99
